Id,Sales
1,9634.729
2,6026.5728
3,8467.305
4,4970.715
5,6616.339
6,4842.3843
7,4582.8403
8,6871.6772
9,8590.563
10,7468.1636
11,5555.2944
12,9755.216
13,5755.353
14,10002.719
15,6704.456
16,7608.528
17,6507.418
18,6010.8774
19,10143.637
20,11926.911
21,8544.18
22,8358.181
23,6096.922
24,6624.9175
25,10738.401
26,8912.941
27,4735.843
28,8560.109
29,5258.133
30,4586.594
31,5782.7983
32,8842.823
33,5279.092
34,1769.5334
35,6939.1304
36,6252.992
37,4625.461
38,6133.7427
39,4734.995
40,6749.496
41,1174.5924
42,7458.6465
43,4751.0894
44,4691.5176
45,5021.1187
46,5039.0327
47,7145.132
48,5481.4775
49,5155.3325
50,7146.1646
51,5280.393
52,10791.55
53,5792.5312
54,5069.61
55,6442.424
56,6593.137
57,7168.777
58,6483.9146
59,9948.221
60,5342.607
61,6875.602
62,7436.449
63,7206.7856
64,7983.874
65,6952.3975
66,5986.3228
67,3577.1155
68,1449.8226
69,1740.6619
70,3764.3787
71,1634.7064
72,3619.873
73,3005.2651
74,3643.434
75,2038.3629
76,4651.096
77,3779.4607
78,2625.178
79,4121.0967
80,2909.2222
81,2439.046
82,3180.9844
83,5271.1616
84,2620.4714
85,2706.7031
86,3624.2722
87,6445.353
88,8144.338
89,7812.4443
90,9048.366
91,6640.8804
92,6298.7246
93,4555.361
94,4719.979
95,12216.135
96,6391.9043
97,7283.927
98,7010.439
99,6978.2827
100,4941.7983
101,4096.0137
102,9635.682
103,3878.7222
104,576.4608
105,7615.7944
106,6227.179
107,10369.902
108,6457.748
109,7303.0586
110,4001.6367
111,847.90656
112,6734.0986
113,8469.286
114,3259.4263
115,6780.4233
116,7627.504
117,3423.0234
118,997.3006
119,6935.8467
120,8722.326
121,6192.2563
122,9431.025
123,6815.9976
124,5873.775
125,7290.727
126,6163.286
127,4787.7744
128,3461.561
129,5873.2744
130,5351.4463
131,7626.252
132,6741.3677
133,6935.827
134,5883.746
135,3542.5698
136,9825.373
137,5132.313
138,7053.5366
139,5294.7983
140,6754.317
141,4618.9326
142,4793.222
143,6640.7886
144,3040.1245
145,742.07764
146,11993.593
147,4463.149
148,4666.0337
149,4704.3286
150,6794.9644
151,6056.219
152,1084.3568
153,4915.5024
154,5858.5454
155,5321.172
156,4624.2812
157,5976.669
158,3382.368
159,-148.81676
160,4726.865
161,5439.7227
162,6367.176
163,6348.4116
164,7839.3716
165,7034.3027
166,7618.9526
167,6878.889
168,5788.259
169,7020.154
170,9074.969
171,8419.941
172,5717.9927
173,4284.6313
174,7313.571
175,6105.716
176,6379.507
177,9459.164
178,10077.926
179,6226.5015
180,7745.944
181,5812.1274
182,8137.3345
183,10288.37
184,6403.3833
185,6149.512
186,6257.486
187,5488.4194
188,8097.0586
189,8703.446
190,6580.1597
191,5897.9893
192,5961.939
193,5074.537
194,8814.346
195,5067.3765
196,7769.666
197,8224.499
198,8187.9673
199,6425.794
200,5206.878
201,9578.691
202,10035.906
203,7458.3057
204,11758.377
205,8834.704
206,8829.589
207,9337.004
208,9436.813
209,8720.221
210,6750.8423
211,8226.859
212,11913.294
213,9369.898
214,7672.0757
215,9610.15
216,8938.041
217,7237.621
218,12579.816
219,10140.896
220,6677.15
221,9402.467
222,6833.985
223,4217.885
224,5626.1934
225,5460.531
226,7163.048
227,6026.486
228,10137.852
229,4234.4966
230,4069.8975
231,6106.0884
232,9354.042
233,7055.7354
234,5672.3755
235,8824.426
236,4271.644
237,4969.7554
238,5890.5767
239,5130.178
240,8984.787
241,4257.5703
242,6985.42
243,5871.91
244,5345.2114
245,11190.399
246,8296.478
247,8360.339
248,6658.026
249,5797.7734
250,4837.095
251,1915.1246
252,12076.15
253,5649.565
254,7562.772
255,6486.1045
256,5979.3887
257,4638.0444
258,2475.5815
259,6533.3022
260,4412.0596
261,2745.4285
262,4837.303
263,3979.6914
264,7788.177
265,6866.056
266,4079.67
267,5226.335
268,4742.5664
269,3952.8987
270,3247.8447
271,6844.361
272,6148.7563
273,6124.0938
274,5066.0303
275,5131.5947
276,8343.949
277,6851.296
278,6105.88
279,6285.876
280,5457.769
281,8158.227
282,6986.514
283,6581.054
284,4470.2075
285,5500.9053
286,5831.838
287,7078.234
288,7928.684
289,3943.29
290,7178.0503
291,4512.776
292,6526.754
293,5366.8174
294,4809.471
295,7871.0474
296,6670.2773
297,4712.807
298,5640.6074
299,13505.087
300,7620.3477
301,6698.4004
302,8102.7686
303,6604.007
304,4271.6704
305,5107.303
306,6640.123
307,9029.146
308,5508.5303
309,8296.905
310,5969.4956
311,3442.4644
312,7771.854
313,5980.501
314,6124.729
315,9759.179
316,8286.108
317,5724.776
318,5470.129
319,12524.669
320,7428.3506
321,8237.861
322,9333.271
323,6173.4375
324,6830.5596
325,7176.611
326,8240.727
327,9502.988
328,8189.5293
329,10707.116
330,6312.925
331,7918.8364
332,8559.198
333,8002.36
334,5319.75
335,4401.885
336,3631.2422
337,2431.779
338,-888.768
339,4128.5527
340,5864.6445
341,3611.2275
342,3401.0476
343,4896.03
344,2399.0793
345,271.92047
346,10784.79
347,3614.8848
348,4643.395
349,3681.7034
350,4656.6875
351,2640.2427
352,1096.1013
353,3639.8127
354,3025.5818
355,1269.6636
356,3614.9148
357,5154.69
358,5594.5215
359,4153.6177
360,3353.9602
361,2634.2312
362,2074.987
363,2388.8347
364,4889.777
365,3214.745
366,3408.2996
367,4313.1963
368,2232.0042
369,2359.6465
370,1726.7009
371,4587.2773
372,4023.2998
373,9769.787
374,6554.5107
375,6746.2246
376,7812.5684
377,7831.928
378,11334.057
379,9141.918
380,6304.9907
381,6257.037
382,8468.576
383,8075.2134
384,7534.7393
385,9665.805
386,9315.247
387,9578.256
388,7011.671
389,8823.277
390,10565.85
391,6990.165
392,8947.301
393,7859.808
394,8295.373
395,7873.832
396,10138.353
397,6437.26
398,7028.087
399,6129.7017
400,6145.652
401,7429.7886
402,6027.7466
403,9064.818
404,5771.03
405,6436.7715
406,5737.6724
407,4654.0903
408,7041.2515
409,5338.196
410,6461.286
411,4043.5884
412,4402.3374
413,2989.4365
414,8859.87
415,6778.522
416,5945.211
417,4684.6934
418,5458.893
419,2701.936
420,3164.6238
421,10057.388
422,8304.344
423,4141.015
424,5673.473
425,5743.338
426,2714.3362
427,2923.7332
428,9685.608
429,6818.77
430,7260.5845
431,6305.162
432,4995.1113
433,7118.4404
434,6093.386
435,5765.3525
436,3527.8345
437,3733.1602
438,8302.297
439,6652.104
440,6977.131
441,4467.6685
442,4999.2144
443,3896.7043
444,4556.759
445,9534.482
446,4384.1357
447,7459.2007
448,4742.278
449,6060.4126
450,3744.1594
451,3473.898
452,8799.524
453,7674.017
454,6780.2686
455,6025.926
456,12053.895
457,9076.411
458,7954.0703
459,9263.227
460,7453.415
461,5214.6772
462,5495.799
463,8533.637
464,9470.187
465,5643.0386
466,8643.683
467,6435.7563
468,5539.3535
469,8997.299
470,7628.336
471,5506.925
472,8462.509
473,6396.6426
474,5233.241
475,5066.5225
476,7013.773
477,9122.396
478,7264.322
479,6578.2305
480,3530.9297
481,8367.014
482,5512.716
483,7279.7993
484,6636.8906
485,10214.295
486,6769.104
487,4915.071
488,6701.0947
489,2560.4968
490,1531.1605
491,7734.237
492,7597.3315
493,5358.6523
494,5694.933
495,5361.085
496,2110.4912
497,773.91833
498,4684.4453
499,3664.1326
500,5534.7563
501,4434.614
502,5371.6934
503,2931.063
504,1163.5798
505,4214.7324
506,6752.8164
507,5478.0786
508,10168.24
509,9982.333
510,5888.767
511,3206.343
512,7384.5566
513,6103.2876
514,6614.357
515,10687.188
516,8674.768
517,5683.893
518,6138.847
519,6844.334
520,6178.871
521,6317.269
522,11379.972
523,7744.5146
524,7677.2905
525,6707.2314
526,5716.4385
527,5620.936
528,8372.302
529,4803.758
530,3872.9233
531,4773.3623
532,6196.111
533,6047.003
534,5413.714
535,3399.8267
536,4173.9956
537,4271.237
538,3253.5217
539,6332.5864
540,3402.2722
541,4525.142
542,3048.0015
543,4479.789
544,3716.9944
545,4000.8582
546,2679.965
547,2191.6948
548,490.87817
549,2925.1843
550,4240.8696
551,3074.183
552,5356.14
553,3140.3953
554,2469.3716
555,1185.9329
556,3446.5576
557,5922.111
558,6295.579
559,6480.034
560,4477.7314
561,1957.1172
562,1948.256
563,5119.105
564,5689.2163
565,2712.7805
566,13276.873
567,7159.7
568,6596.8013
569,8265.08
570,10844.602
571,5650.4834
572,3627.593
573,11780.81
574,7945.041
575,6329.0317
576,8499.889
577,6287.8867
578,6839.4224
579,3207.1865
580,12202.295
581,6212.0034
582,6447.998
583,6488.463
584,6235.989
585,3671.6191
586,3500.7695
587,3356.4673
588,2971.0557
589,1629.3236
590,5952.0015
591,3959.8188
592,3282.5735
593,4358.303
594,4065.9402
595,2799.3582
596,2205.8406
597,6355.062
598,3528.3003
599,4437.6987
600,4254.424
601,5278.0215
602,3452.3071
603,2853.1426
604,5152.474
605,4276.2354
606,2498.183
607,4438.753
608,8321.393
609,4816.8955
610,7385.6636
611,5894.5737
612,3819.0889
613,3021.3875
614,10530.28
615,7600.359
616,5632.1367
617,7247.262
618,6937.5967
619,3937.2034
620,3083.9624
621,10317.827
622,6225.7607
623,6379.639
624,7722.0513
625,5220.348
626,7525.658
627,6902.4546
628,8477.916
629,7336.04
630,5229.514
631,5188.4126
632,5231.352
633,7713.4595
634,8596.553
635,6952.673
636,5819.513
637,5784.442
638,9928.989
639,4720.74
640,7732.7925
641,6723.9565
642,8707.899
643,5847.1104
644,5271.4272
645,8723.79
646,5915.143
647,4219.4453
648,8044.541
649,7433.898
650,6239.259
651,6589.3604
652,6810.9673
653,5505.864
654,3699.2622
655,5446.403
656,5222.2144
657,6443.465
658,4700.324
659,6801.0703
660,5719.2407
661,3396.6548
662,5462.2134
663,6563.6904
664,4914.231
665,10395.344
666,11209.042
667,5001.965
668,2595.6995
669,7738.935
670,4767.032
671,5555.855
672,10370.353
673,9591.376
674,4548.4233
675,8029.7104
676,7570.4673
677,4540.897
678,5047.5835
679,10948.123
680,8242.788
681,6593.5264
682,6228.96
683,5232.079
684,12520.491
685,15677.081
686,8949.052
687,3572.452
688,4211.392
689,16342.915
690,16424.906
691,12710.256
692,8079.3037
693,8627.366
694,3356.6719
695,1553.9849
696,19169.182
697,10333.943
698,12402.673
699,10055.389
700,10539.702
701,4453.7935
702,1782.087
703,9153.008
704,10104.153
705,8691.294
706,6644.9062
707,10838.004
708,8169.4385
709,11473.202
710,7534.5933
711,9448.394
712,9279.469
713,7903.7437
714,12535.305
715,15844.541
716,10146.48
717,12353.354
718,7899.9995
719,8839.089
720,12622.734
721,11463.395
722,6216.331
723,12109.873
724,6270.152
725,6634.7114
726,8549.448
727,12501.148
728,7719.193
729,6396.4165
730,12407.498
731,7954.055
732,6966.4463
733,9532.777
734,6403.0156
735,10085.887
736,6353.2393
737,11943.331
738,6768.794
739,6703.552
740,7275.3926
741,6103.052
742,4554.163
743,4411.499
744,4189.0693
745,3745.6956
746,2899.697
747,7453.2275
748,4107.734
749,4052.8052
750,4854.19
751,5034.3184
752,3598.6099
753,3417.0718
754,6928.2627
755,4004.6213
756,4262.3057
757,3896.7727
758,4925.2583
759,3715.4507
760,3347.423
761,4553.0957
762,4964.4395
763,5480.0977
764,6012.6875
765,8995.401
766,5424.0327
767,9232.761
768,7105.6016
769,5597.203
770,4683.296
771,11131.593
772,8956.726
773,6520.5864
774,8935.033
775,8514.43
776,5782.1963
777,6302.643
778,12396.824
779,8135.8506
780,8438.374
781,10912.231
782,6731.395
783,8155.416
784,7490.8604
785,8846.434
786,6134.465
787,4656.0576
788,7218.1816
789,6611.0205
790,8322.059
791,10145.639
792,6912.4116
793,4838.588
794,5540.1055
795,10387.412
796,6053.026
797,8153.004
798,7403.0596
799,9511.454
800,3701.2266
801,4031.7922
802,5416.5146
803,3093.7937
804,2224.9946
805,4172.6914
806,4149.8813
807,4340.483
808,3677.309
809,3177.9614
810,2481.0867
811,1741.234
812,2774.0818
813,2133.797
814,3650.306
815,2314.2039
816,3101.5103
817,2337.4866
818,1302.5436
819,3144.433
820,2045.1656
821,471.2239
822,4156.927
823,5652.943
824,3408.9678
825,467.7051
826,3635.867
827,1065.3881
828,1830.7561
829,4969.8525
830,4776.53
831,2918.932
832,3778.9275
833,3384.2817
834,1060.9398
835,1050.3652
836,5290.5254
837,4298.503
838,3990.8032
839,4079.5432
840,3367.1838
841,8966.901
842,8485.344
843,6795.5176
844,6998.146
845,8619.996
846,10714.599
847,9219.94
848,8767.532
849,8562.15
850,6406.0127
851,6896.9424
852,7347.406
853,11296.598
854,6512.9316
855,8769.422
856,6422.844
857,5050.598
858,6852.856
859,12248.655
860,4652.537
861,5246.7334
862,6875.8306
863,5455.7236
864,8367.658
865,8340.112
866,7492.128
867,7206.3516
868,13711.082
869,5645.5503
870,9718.046
871,5931.154
872,6967.851
873,8071.773
874,6466.2495
875,14858.778
876,12686.184
877,6650.0684
878,8041.8022
879,5612.4263
880,6679.0063
881,6380.2544
882,12493.286
883,4538.46
884,1726.6287
885,5141.434
886,4878.9497
887,6014.943
888,8903.5
889,6896.999
890,4291.014
891,1440.8713
892,2666.723
893,5468.266
894,6577.077
895,4268.7505
896,7169.9214
897,3854.7869
898,1187.6726
899,5242.292
900,5551.9287
901,4900.861
902,5300.959
903,7435.0337
904,5537.005
905,4874.217
906,6937.7505
907,7047.3955
908,8464.632
909,5823.678
910,4812.2793
911,4751.6396
912,6329.5337
913,7389.6973
914,7035.653
915,7043.0273
916,5680.6846
917,7200.634
