Id,Sales
1,376.98138
2,272.87527
3,330.81097
4,272.87527
5,272.87527
6,260.17926
7,0.0
8,316.38577
9,274.55292
10,0.0
11,279.50565
12,323.32108
13,273.32294
14,320.59317
15,279.79538
16,274.55292
17,0.0
18,278.58478
19,323.32108
20,324.17416
21,279.79538
22,313.48865
23,271.34235
24,0.0
25,349.06073
26,317.81372
27,271.45978
28,387.76834
29,295.04803
30,295.04803
31,348.5213
32,348.41232
33,287.68292
34,0.0
35,387.76834
36,295.04803
37,302.0332
38,348.5213
39,295.04803
40,287.68292
41,0.0
42,385.0513
43,300.01697
44,293.07828
45,300.01697
46,293.07828
47,343.0193
48,277.29047
49,277.29047
50,266.22012
51,0.0
52,389.48593
53,284.1986
54,277.29047
55,284.1986
56,342.9117
57,266.22012
58,0.0
59,293.23398
60,277.29047
61,341.50363
62,284.1986
63,341.39685
64,266.22012
65,0.0
66,282.1008
67,267.55026
68,102.138535
69,103.16797
70,322.9622
71,278.04922
72,320.2373
73,270.54617
74,267.55026
75,102.138535
76,356.76392
77,322.9622
78,270.54617
79,270.54617
80,313.14062
81,265.72632
82,101.76584
83,348.67334
84,268.70163
85,268.70163
86,313.2389
87,261.97794
88,325.79477
89,325.79477
90,325.69257
91,268.5061
92,268.5061
93,250.28912
94,0.0
95,375.87494
96,261.7463
97,321.20377
98,261.7463
99,268.2687
100,250.06767
101,0.0
102,343.94855
103,287.68292
104,0.0
105,300.85785
106,295.04803
107,348.5213
108,295.04803
109,302.0332
110,287.68292
111,0.0
112,300.85785
113,351.30026
114,0.0
115,294.8286
116,344.21115
117,285.76218
118,0.0
119,298.6376
120,348.77405
121,293.07828
122,376.8655
123,291.07358
124,291.07358
125,336.56604
126,291.07358
127,280.08472
128,0.0
129,293.12708
130,283.22034
131,336.56604
132,336.56604
133,283.22034
134,280.08472
135,0.0
136,371.62845
137,287.95038
138,330.93457
139,281.28998
140,281.28998
141,278.17566
142,292.84924
143,348.41232
144,284.35138
145,0.0
146,387.76834
147,292.84924
148,292.84924
149,299.78253
150,348.41232
151,284.35138
152,0.0
153,297.63202
154,292.84924
155,344.31915
156,290.8941
157,339.80136
158,282.4528
159,0.0
160,294.82013
161,258.8139
162,0.0
163,279.1633
164,338.72806
165,333.70374
166,333.70374
167,329.32452
168,258.8139
169,0.0
170,376.03076
171,338.72806
172,272.87527
173,0.0
174,330.70752
175,258.8139
176,0.0
177,373.47614
178,337.44635
179,272.87527
180,330.81097
181,268.36746
182,328.0047
183,328.0047
184,268.36746
185,273.78296
186,0.0
187,274.58063
188,332.47485
189,328.0047
190,0.0
191,268.36746
192,266.07376
193,0.0
194,361.52176
195,268.36746
196,323.66846
197,0.0
198,323.56705
199,264.7669
200,0.0
201,333.59906
202,257.60904
203,0.0
204,376.03076
205,272.87527
206,333.70374
207,333.70374
208,333.59906
209,257.60904
210,0.0
211,278.24344
212,342.81235
213,330.81097
214,0.0
215,330.70752
216,257.60904
217,0.0
218,372.61234
219,337.44635
220,0.0
221,376.03076
222,338.72806
223,272.87527
224,333.70374
225,272.87527
226,267.33392
227,0.0
228,376.03076
229,272.87527
230,272.87527
231,333.70374
232,337.62152
233,267.33392
234,0.0
235,374.00238
236,272.87527
237,330.81097
238,330.81097
239,272.87527
240,348.5213
241,0.0
242,295.04803
243,292.21213
244,0.0
245,387.76834
246,351.30026
247,348.5213
248,295.04803
249,302.0332
250,292.21213
251,0.0
252,393.5954
253,293.07828
254,344.31915
255,293.07828
256,293.07828
257,288.83615
258,0.0
259,317.4984
260,250.07402
261,0.0
262,267.81354
263,261.7528
264,356.44998
265,322.2684
266,261.7528
267,317.5979
268,312.10666
269,249.85275
270,0.0
271,349.97397
272,317.62997
273,311.49185
274,311.49185
275,283.22034
276,336.56604
277,336.56604
278,283.22034
279,284.4947
280,0.0
281,376.8655
282,339.24994
283,336.56604
284,283.22034
285,283.22034
286,284.4947
287,0.0
288,371.9568
289,281.28998
290,330.93457
291,281.28998
292,330.83105
293,281.16818
294,0.0
295,343.94855
296,288.82828
297,0.0
298,298.61575
299,300.9687
300,348.5213
301,348.5213
302,343.94855
303,288.82828
304,0.0
305,297.63202
306,351.30026
307,351.84683
308,290.8941
309,339.80136
310,285.4913
311,0.0
312,383.62033
313,348.77405
314,297.78128
315,376.03076
316,338.72806
317,272.87527
318,272.87527
319,333.59906
320,267.53323
321,0.0
322,376.03076
323,272.87527
324,279.67395
325,333.70374
326,279.67395
327,267.53323
328,0.0
329,374.00238
330,272.87527
331,272.87527
332,330.81097
333,279.67395
334,348.5213
335,295.04803
336,303.22824
337,286.48672
338,0.0
339,300.85785
340,351.30026
341,302.0332
342,295.04803
343,348.41232
344,286.48672
345,0.0
346,398.14075
347,293.07828
348,344.31915
349,300.01697
350,344.21115
351,284.57394
352,0.0
353,297.0338
354,255.5126
355,0.0
356,272.82318
357,330.36255
