Id,Sales
1,3866.2212
2,6866.101
3,8816.678
4,7346.79
5,7342.4893
6,5581.084
7,7228.0825
8,7484.615
9,4865.0444
10,5391.3926
11,6473.6523
12,8027.148
13,6972.378
14,8561.625
15,5628.887
16,4419.795
17,5290.8164
18,9433.762
19,9907.139
20,9029.538
21,7777.894
22,4308.9946
23,5523.359
24,3958.0833
25,7701.198
26,10827.833
27,8227.332
28,5532.5
29,4933.06
30,4011.3604
31,5849.897
32,10137.255
33,6248.3364
34,5056.4536
35,5159.3213
36,7695.391
37,3515.3364
38,7158.5425
39,4224.104
40,6730.9556
41,6555.4233
42,5366.0376
43,7610.7944
44,6506.7354
45,4919.694
46,6487.979
47,7082.6025
48,11672.973
49,5478.207
50,7780.119
51,6429.5986
52,8583.945
53,6363.443
54,8844.586
55,4485.344
56,4810.4844
57,5910.6914
58,5647.7666
59,8419.0
60,7577.2266
61,5377.052
62,7105.598
63,6505.209
64,9376.563
65,3738.3608
66,12621.445
67,4640.2886
68,5797.148
69,7984.6816
70,4349.7627
71,6303.4473
72,5905.9414
73,7384.124
74,5574.079
75,5818.6494
76,7333.357
77,7466.8345
78,6779.1104
79,5178.408
80,6854.2666
81,10732.357
82,6387.4165
83,4046.4128
84,6391.0786
85,5560.1104
86,5371.711
87,7027.2573
88,3911.6309
89,7945.843
90,5867.8774
91,6683.7744
92,6427.147
93,4010.4001
94,6297.511
95,4749.8677
96,8022.357
97,8224.846
98,4676.8076
99,4692.9946
100,6851.3125
101,5612.581
102,6319.0723
103,7322.944
104,6363.8916
105,7252.8857
106,5371.2705
107,4218.1543
108,6350.3115
109,7624.4014
110,7387.1245
111,8195.678
112,7946.9565
113,5352.239
114,8537.377
115,5452.9478
116,6558.137
117,8901.213
118,5919.2207
119,9812.03
120,7220.1387
121,7347.876
122,5712.4766
123,6889.557
124,7466.856
125,5899.158
126,3666.904
127,4949.034
128,7412.7207
129,4871.303
130,4099.6904
131,8214.873
132,5711.916
133,5195.1816
134,5761.2954
135,5204.3354
136,7201.3516
137,6853.3184
138,6536.8384
139,5494.615
140,5161.3145
141,6342.54
142,3618.2605
143,6028.4707
144,4830.1045
145,7953.325
146,6987.6284
147,5729.4995
148,11388.788
149,4871.28
150,4870.6294
151,10218.302
152,6401.955
153,8398.247
154,7090.449
155,5268.5913
156,6062.9434
157,5262.8667
158,8075.9604
159,10794.716
160,5917.9785
161,3123.6782
162,4488.237
163,8639.686
164,8451.693
165,5915.219
166,6789.9863
167,4673.0044
168,5184.5356
169,3212.7598
170,4872.3022
171,5941.1465
172,7176.725
173,6553.7354
174,6743.716
175,7830.0654
176,8939.035
177,7470.4673
178,4650.5576
179,8830.612
180,10296.305
181,5748.9683
182,7102.224
183,5459.249
184,6426.1597
185,4022.7534
186,6642.515
187,5245.1187
188,8839.08
189,6999.2266
190,8056.775
191,7580.877
192,5192.1406
193,8241.224
194,18085.44
195,9489.924
196,5532.1357
197,2827.168
198,5775.1855
199,7804.494
200,5456.9277
201,12751.737
202,18540.914
203,3842.5415
204,4912.141
205,8501.393
206,4953.3877
207,8402.285
208,6402.871
209,7270.1567
210,4433.3716
211,6104.5312
212,5942.484
213,7148.3706
214,9652.983
215,5847.342
216,5688.372
217,6513.5957
218,5083.1714
